X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37
1,0.87,0.74,0.61,0.48,0.35,0.77347123,0.420168262,0.114923572,0.426672382,0.866889646,0.718009162,0.074110286,0.572299486,0.590380354,0.408267972,0.1,0.228836069,0.333261993,0.441530561,0.600548593,0.745028098,0.649841335,0.448274154,0.309407387,0.119831328,-0.020218024,0.746029167,0.619054992,0.393418953,0.122673064,0.052416564,0.825134886,0.499031351,0.011367198,0.427799885,0.653227085,0.082027323
1,0.87,0.74,0.61,0.48,0.35,0.848304256,0.015260748,0.126497622,0.603178102,0.336655721,0.67665806,0.359591275,0.738287218,0.992630266,0.730843408,0.1,0.291627635,0.407700283,0.586321363,0.766964877,0.939259615,0.852620447,0.742069387,0.610602939,0.366715636,0.261744329,0.109476693,0.929324599,0.953894471,0.681890316,0.779219982,0.489417714,0.256704966,0.187772251,0.712721679,0.872993996,0.747745246
1,0.87,0.74,0.61,0.48,0.35,0.208337494,0.073690654,0.815823422,0.965934532,0.712844325,0.535423259,0.323063406,0.438570476,0.679445576,0.325815934,0.1,0.260984898,0.361788582,0.521615061,0.69207076,0.86911279,0.617887977,0.329188739,0.169469399,0.010073604,-0.07421772,0.803150139,0.011968315,0.278387738,0.507295783,0.010152584,0.357710327,0.440372309,0.17222366,0.634624184,0.937626011,0.236991766
1,0.87,0.74,0.61,0.48,0.35,0.593193369,0.73975698,0.898441591,0.413624446,0.989261313,0.779299444,0.564294656,0.074478589,0.006792764,0.098286363,0.1,0.222403184,0.331631852,0.46606168,0.571255886,0.794416085,0.701733803,0.620307026,0.466730211,0.301263647,0.094139884,0.364698881,0.867551503,0.018316177,0.328956744,0.312228636,0.756265214,0.283581403,0.187950582,0.350368092,0.614467334,0.580144348
1,0.87,0.74,0.61,0.48,0.35,0.845955759,0.959328866,0.243180862,0.340141617,0.354313646,0.176474005,0.412104444,0.838889062,0.15644856,0.112641545,0.1,0.224434518,0.353390523,0.510187872,0.704354075,0.821314187,0.643854092,0.527550168,0.354160236,0.178583908,0.052138214,0.809112359,0.225575879,0.08622578,0.208420406,0.811389811,0.212886453,0.23432078,0.632959193,0.359554351,0.078241565,0.632449187
1,0.87,0.74,0.61,0.48,0.35,0.155765248,0.177512265,0.812179936,0.814807057,0.432538355,0.394414969,0.633264794,0.637201057,0.753054192,0.420229325,0.1,0.264834862,0.373433758,0.52906349,0.667590966,0.807239873,0.679016482,0.51465644,0.234732922,0.141987337,0.014776768,0.00472957,0.024145597,0.430091444,0.880764128,0.91400877,0.372252246,0.468422638,0.786182851,0.69702528,0.25777366,0.243948067
1,0.87,0.74,0.61,0.48,0.35,0.144410962,0.212921838,0.70340672,0.783493732,0.381984994,0.356989383,0.546688601,0.892226311,0.008113982,0.870004122,0.1,0.258586124,0.366234119,0.532168708,0.671855323,0.860704145,0.743437791,0.518711229,0.311131774,0.188553559,0.031848781,0.847906142,0.119383353,0.058430918,0.198742669,0.588143926,0.796058992,0.459601871,0.498657703,0.792585868,0.046201904,0.737667398
1,0.87,0.74,0.61,0.48,0.35,0.112726969,0.608604293,0.075362137,0.582611027,0.242120872,0.698395772,0.304145167,0.572486908,0.013118185,0.525023687,0.1,0.221619954,0.346729434,0.457886589,0.592682081,0.730680037,0.499189695,0.359889792,0.193226845,0.109614222,0.023408482,0.172271311,0.395172495,0.890267712,0.828219271,0.909245873,0.997119999,0.583333091,0.020709588,0.925807794,0.284747219,0.872676072
1,0.87,0.74,0.61,0.48,0.35,0.068514961,0.649139664,0.08205637,0.668152193,0.749194938,0.971286803,0.257498089,0.206154505,0.189853083,0.17279281,0.1,0.207469033,0.308125776,0.462491103,0.612702452,0.763878862,0.674505431,0.550451324,0.356318521,0.270144151,0.123285685,0.921378396,0.298121923,0.796645355,0.357048407,0.124667028,0.110714651,0.909953193,0.425891208,0.347797426,0.284094339,0.912670462
1,0.87,0.74,0.61,0.48,0.35,0.735870858,0.244112441,0.062381613,0.608080321,0.656225145,0.879489453,0.61273944,0.368943777,0.408071903,0.111648342,0.1,0.225964907,0.352317615,0.454952033,0.609907829,0.83306325,0.74004335,0.484801824,0.363844119,0.176529443,0.02092884,0.004484957,0.398422324,0.442118568,0.437873791,0.927579535,0.169316879,0.398107879,0.638991162,0.978946822,0.00473755,0.925757206
1,0.87,0.74,0.61,0.48,0.35,0.772839559,0.560395119,0.458500316,0.026619982,0.237095248,0.617742803,0.171275701,0.950898616,0.574918071,0.631303103,0.1,0.343160119,0.460876176,0.64678843,0.787105098,0.966532738,0.822539653,0.512465092,0.424630612,0.294106182,0.166592574,0.218118753,0.286879432,0.354490905,0.94280019,0.122687037,0.966507277,0.686551306,0.816607627,0.137629955,0.398541516,0.986466997
1,0.87,0.74,0.61,0.48,0.35,0.525919836,0.774983051,0.723831349,0.080051227,0.104778102,0.642462716,0.447688191,0.638401918,0.697364034,0.457334415,0.1,0.25466797,0.360370707,0.466011518,0.664768112,0.894796793,0.645157558,0.544408342,0.46409661,0.366513241,0.263569226,0.767816286,0.313780743,0.27354617,0.778901467,0.534057481,0.778309617,0.299663594,0.667776711,0.973012713,0.573757155,0.732817646
1,0.87,0.74,0.61,0.48,0.35,0.025403295,0.305037285,0.203995303,0.105490202,0.449052857,0.413833641,0.870119103,0.775249996,0.723927589,0.600177302,0.1,0.375150587,0.491587579,0.653309356,0.849588715,1.081216309,0.872438725,0.488088497,0.325891637,0.116526937,0.014183024,0.2625033,0.352456011,0.886546672,0.951693791,0.185441521,0.683391509,0.178686964,0.124974929,0.836930871,0.211421274,0.994796203
1,0.87,0.74,0.61,0.48,0.35,0.609638898,0.147285999,0.038634338,0.58717671,0.13614522,0.832013809,0.654541508,0.630910954,0.986588252,0.817825921,0.1,0.321260744,0.425296322,0.620060689,0.824905908,1.00519076,0.89999559,0.744926506,0.490131531,0.30907789,0.092670171,0.089052901,0.50467223,0.167816158,0.042023474,0.688888435,0.595107887,0.142518768,0.381342094,0.698100095,0.104558563,0.966098448
1,0.87,0.74,0.61,0.48,0.35,0.357857311,0.533138499,0.586038577,0.882102815,0.62984035,0.180241073,0.55246208,0.860741223,0.784564085,0.037686108,0.1,0.200940095,0.327679083,0.48398212,0.622290401,0.806452439,0.594722322,0.362174514,0.196336746,0.100487158,0.018070053,0.924161411,0.616302943,0.097278952,0.389800075,0.5927358,0.578726829,0.994536776,0.938166429,0.651707774,0.633464656,0.321202086
1,0.87,0.74,0.61,0.48,0.35,0.433969877,0.888440325,0.644872902,0.820168093,0.694905727,0.076101728,0.210016915,0.873847454,0.7536481,0.614436969,0.1,0.292180623,0.410712292,0.555089173,0.691746385,0.882991493,0.784012052,0.453279618,0.276412642,0.09874758,-0.003120236,0.177265906,0.900867475,0.588777023,0.887282653,0.501013803,0.758298944,0.082304652,0.054333417,0.486474346,0.007350622,0.881091384
1,0.87,0.74,0.61,0.48,0.35,0.922091999,0.120487377,0.989098346,0.997049295,0.771424475,0.632112125,0.048212693,0.102267589,0.144088992,0.944367317,0.1,0.36987444,0.490264755,0.677756582,0.875453963,1.06319005,0.904740415,0.587974326,0.237752929,0.045328503,-0.104741974,0.710615459,0.316120792,0.02975408,0.121335971,0.593357085,0.922565647,0.570852174,0.492379872,0.358096845,0.541744618,0.080528376
1,0.87,0.74,0.61,0.48,0.35,0.922211978,0.599612889,0.837876732,0.274655521,0.832054498,0.821503917,0.63830315,0.420769885,0.799149363,0.851406936,0.1,0.334199599,0.449442446,0.615621496,0.735001585,1.004931528,0.866644889,0.78336815,0.470823588,0.249284319,0.081582786,0.64672806,0.244199563,0.822664353,0.724452,0.045359729,0.963289682,0.681112415,0.914694875,0.154981878,0.234288363,0.11461647
1,0.87,0.74,0.61,0.48,0.35,0.398223731,0.277510921,0.468309733,0.915291462,0.290621756,0.213089817,0.403682921,0.070763416,0.339004291,0.934711779,0.1,0.325624269,0.431247163,0.569036051,0.736331504,0.942688226,0.807647386,0.692389739,0.543767986,0.326552964,0.08946892,0.988215919,0.531621192,0.665254566,0.340724046,0.657744795,0.234702065,0.88638808,0.827973831,0.344100317,0.519275469,0.858058481
1,0.87,0.74,0.61,0.48,0.35,0.557427712,0.518582642,0.918335938,0.969042022,0.057054629,0.403317207,0.36163945,0.513916036,0.550865354,0.659261653,0.1,0.310513588,0.414248875,0.552028342,0.710282561,0.835658438,0.574255957,0.280669942,0.05860869,-0.07308658,-0.170329552,0.685245993,0.282268712,0.545853745,0.395869832,0.999600727,0.770447137,0.557427093,0.054169263,0.717675329,0.251229023,0.018218537
